cnae,denominacao,risco,regra_atualizacao,codigo_louos,denominacao_louos,enquadramento_texto,enquadramento1,ate_m2_1,enquadramento2,ate_m2_2,enquadramento3,acima_m2,codigo_tll,especificacao_tll,classificacao
6619-3/03,Representações de bancos estrangeiros,MÉDIO RISCO,Regra 20,07.12.05,"Agência bancária, de capitalização e poupança, de cobrança, de crédito, de financiamento e investimento, casa lotérica",nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.08,"Estabelecimentos Financeiros, se Seguros e Capitalização, inclusive Autorizados pelo Banco Central",VALIDAÇÃO
6619-3/03,Representações de bancos estrangeiros,MÉDIO RISCO,Regra 20,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
6619-3/04,Caixas eletrônicos,MÉDIO RISCO,Regra 5,07.12.05,"Agência bancária, de capitalização e poupança, de cobrança, de crédito, de financiamento e investimento, casa lotérica",nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.08,"Estabelecimentos Financeiros, se Seguros e Capitalização, inclusive Autorizados pelo Banco Central",VALIDAÇÃO
6619-3/04,Caixas eletrônicos,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
6619-3/05,Operadoras de cartões de débito,MÉDIO RISCO,Regra 8,07.12.05,"Agência bancária, de capitalização e poupança, de cobrança, de crédito, de financiamento e investimento, casa lotérica",nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.08,"Estabelecimentos Financeiros, se Seguros e Capitalização, inclusive Autorizados pelo Banco Central",VALIDAÇÃO
6619-3/05,Operadoras de cartões de débito,BAIXO RISCO,Regra 8,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
6619-3/99,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,BAIXO RISCO,Regra 4,07.12.05,"Agência bancária, de capitalização e poupança, de cobrança, de crédito, de financiamento e investimento, casa lotérica",nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.08,"Estabelecimentos Financeiros, se Seguros e Capitalização, inclusive Autorizados pelo Banco Central",VALIDAÇÃO
6619-3/99,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
6621-5/01,Peritos e avaliadores de seguros,BAIXO RISCO,Regra 4,07.12.07,"Escritório de assessoria de importação e exportação, assessoria fiscal e tributária (auditores, peritos e avaliadores), consultorias técnicas e serviços técnicos profissionais",nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.08,"Estabelecimentos Financeiros, se Seguros e Capitalização, inclusive Autorizados pelo Banco Central",VALIDAÇÃO
6621-5/01,Peritos e avaliadores de seguros,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
6621-5/02,Auditoria e consultoria atuarial,BAIXO RISCO,Regra 4,07.12.07,"Escritório de assessoria de importação e exportação, assessoria fiscal e tributária (auditores, peritos e avaliadores), consultorias técnicas e serviços técnicos profissionais",nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.08,"Estabelecimentos Financeiros, se Seguros e Capitalização, inclusive Autorizados pelo Banco Central",VALIDAÇÃO
6621-5/02,Auditoria e consultoria atuarial,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
6622-3/00,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",BAIXO RISCO,Regra 4,07.12.14,Outros serviços profissionais não classificados,nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.18,Estabelecimentos não classificados nos itens 1.01 a 1.17,EXPRESSO
6622-3/00,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",EXPRESSO
6629-1/00,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente",BAIXO RISCO,Regra 4,07.12.14,Outros serviços profissionais não classificados,nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.18,Estabelecimentos não classificados nos itens 1.01 a 1.17,EXPRESSO
6629-1/00,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente",BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",EXPRESSO
6630-4/00,Atividades de administração de fundos por contrato ou comissão,BAIXO RISCO,Regra 4,07.12.05,"Agência bancária, de capitalização e poupança, de cobrança, de crédito, de financiamento e investimento, casa lotérica",nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.08,"Estabelecimentos Financeiros, se Seguros e Capitalização, inclusive Autorizados pelo Banco Central",VALIDAÇÃO
6630-4/00,Atividades de administração de fundos por contrato ou comissão,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
6810-2/01,Compra e venda de imóveis próprios,BAIXO RISCO,Regra 4,07.12.03,Administração de imóveis e imobiliária,nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
6810-2/01,Compra e venda de imóveis próprios,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
6810-2/02,Aluguel de imóveis próprios,BAIXO RISCO,Regra 4,07.12.03,"Administração de imóveis, imobiliária",nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
6810-2/02,Aluguel de imóveis próprios,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
6810-2/03,Loteamento de imóveis próprios,BAIXO RISCO,Regra 4,07.12.03,Administração de imóveis e imobiliária,nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
6810-2/03,Loteamento de imóveis próprios,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
6821-8/01,Corretagem na compra e venda e avaliação de imóveis,BAIXO RISCO,Regra 4,07.12.03,Administração de imóveis e imobiliária,nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
6821-8/01,Corretagem na compra e venda e avaliação de imóveis,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
6821-8/02,Corretagem no aluguel de imóveis,BAIXO RISCO,Regra 4,07.12.03,Administração de imóveis e imobiliária,nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
6821-8/02,Corretagem no aluguel de imóveis,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
6822-6/00,Gestão e administração da propriedade imobiliária,BAIXO RISCO,Regra 4,07.12.03,Administração de imóveis e imobiliária,nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
6822-6/00,Gestão e administração da propriedade imobiliária,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
6911-7/01,Serviços advocatícios,BAIXO RISCO,Regra 4,07.12.07,"Escritório de assessoria de importação e exportação, assessoria fiscal e tributária (auditores, peritos e avaliadores), consultorias técnicas e serviços técnicos profissionais",nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.01,"Administração, Organização e Planejamento",EXPRESSO
6911-7/01,Serviços advocatícios,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",EXPRESSO
6911-7/02,Atividades auxiliares da justiça,BAIXO RISCO,Regra 4,07.12.14,Outros serviços profissionais não classificados,nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
6911-7/02,Atividades auxiliares da justiça,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
6911-7/03,Agente de propriedade industrial,BAIXO RISCO,Regra 4,07.12.04,"Agência de representação de industria, comércio, agricultura e negócios em geral, agência de turismo, de publicidade, de informações, de empregos, de mensageiros e entrega de encomendas",nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.14,Estabelecimentos de Intermediação e Representação,VALIDAÇÃO
6911-7/03,Agente de propriedade industrial,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
6912-5/00,Cartórios,BAIXO RISCO,Regra 4,07.11.01,"Gestão e administração de serviços públicos, concessionárias de serviços públicos, cartórios",nR2-11 (Qualquer área),nR2-11,Q,-,Q,-,,4.00,Estabelecimentos e Entidades Regidos pelo Direito Público,VALIDAÇÃO
6912-5/00,Cartórios,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
6920-6/01,Atividades de contabilidade,BAIXO RISCO,Regra 4,07.12.07,"Escritório de assessoria de importação e exportação, assessoria fiscal e tributária (auditores, peritos e avaliadores), consultorias técnicas e serviços técnicos profissionais",nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.01,"Administração, Organização e Planejamento",EXPRESSO
6920-6/01,Atividades de contabilidade,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",EXPRESSO
6920-6/02,Atividades de consultoria e auditoria contábil e tributária,BAIXO RISCO,Regra 4,07.12.07,"Escritório de assessoria de importação e exportação, assessoria fiscal e tributária (auditores, peritos e avaliadores), consultorias técnicas e serviços técnicos profissionais",nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.01,"Administração, Organização e Planejamento",EXPRESSO
6920-6/02,Atividades de consultoria e auditoria contábil e tributária,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",EXPRESSO
7020-4/00,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",BAIXO RISCO,Regra 4,07.12.07,"Escritório de assessoria de importação e exportação, assessoria fiscal e tributária (auditores, peritos e avaliadores), consultorias técnicas e serviços técnicos profissionais",nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.01,"Administração, Organização e Planejamento",EXPRESSO
7020-4/00,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",EXPRESSO
7111-1/00,Serviços de arquitetura,BAIXO RISCO,Regra 4,07.12.07,"Escritório de assessoria de importação e exportação, assessoria fiscal e tributária (auditores, peritos e avaliadores), consultorias técnicas e serviços técnicos profissionais",nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.07,"Engenharia, Arquitetura e Afins",VALIDAÇÃO
7111-1/00,Serviços de arquitetura,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
7112-0/00,Serviços de engenharia,BAIXO RISCO,Regra 4,07.12.07,"Escritório de assessoria de importação e exportação, assessoria fiscal e tributária (auditores, peritos e avaliadores), consultorias técnicas e serviços técnicos profissionais",nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.07,"Engenharia, Arquitetura e Afins",VALIDAÇÃO
7112-0/00,Serviços de engenharia,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
7119-7/01,"Serviços de cartografia, topografia e geodésia",BAIXO RISCO,Regra 4,07.12.07,"Escritório de assessoria de importação e exportação, assessoria fiscal e tributária (auditores, peritos e avaliadores), consultorias técnicas e serviços técnicos profissionais",nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.07,"Engenharia, Arquitetura e Afins",VALIDAÇÃO
7119-7/01,"Serviços de cartografia, topografia e geodésia",BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
7119-7/02,Atividades de estudos geológicos,BAIXO RISCO,Regra 4,07.12.07,"Escritório de assessoria de importação e exportação, assessoria fiscal e tributária (auditores, peritos e avaliadores), consultorias técnicas e serviços técnicos profissionais",nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.07,"Engenharia, Arquitetura e Afins",VALIDAÇÃO
7119-7/02,Atividades de estudos geológicos,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
7119-7/03,Serviços de desenho técnico relacionados à arquitetura e engenharia,BAIXO RISCO,Regra 4,07.12.07,"Escritório de assessoria de importação e exportação, assessoria fiscal e tributária (auditores, peritos e avaliadores), consultorias técnicas e serviços técnicos profissionais",nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.07,"Engenharia, Arquitetura e Afins",VALIDAÇÃO
7119-7/03,Serviços de desenho técnico relacionados à arquitetura e engenharia,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
7119-7/04,Serviços de perícia técnica relacionados à segurança do trabalho,BAIXO RISCO,Regra 4,07.12.07,"Escritório de assessoria de importação e exportação, assessoria fiscal e tributária (auditores, peritos e avaliadores), consultorias técnicas e serviços técnicos profissionais",nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.07,"Engenharia, Arquitetura e Afins",VALIDAÇÃO
7119-7/04,Serviços de perícia técnica relacionados à segurança do trabalho,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
7119-7/99,Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente,BAIXO RISCO,Regra 4,07.12.07,"Escritório de assessoria de importação e exportação, assessoria fiscal e tributária (auditores, peritos e avaliadores), consultorias técnicas e serviços técnicos profissionais",nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.07,"Engenharia, Arquitetura e Afins",VALIDAÇÃO
7119-7/99,Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
7120-1/00,Testes e análises técnicas,MÉDIO RISCO,Regra 5,07.09.11,Laboratório de controle tecnológico e análise química,nR2-09 (Qualquer área),nR2-09,Q,-,Q,-,,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
7120-1/00,Testes e análises técnicas,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
7210-0/00,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,MÉDIO RISCO,Regra 5,07.06.09,"Cursos de pós-graduação, atividade de pesquisa e desenvolvimento da ciência",nR2-06 (Qualquer área),nR2-06,Q,-,Q,-,,1.06,Estabelecimento de Ensino,VALIDAÇÃO
7210-0/00,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
7220-7/00,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,MÉDIO RISCO,Regra 5,07.06.09,"Cursos de pós-graduação, atividade de pesquisa e desenvolvimento da ciência",nR2-06 (Qualquer área),nR2-06,Q,-,Q,-,,1.06,Estabelecimento de Ensino,VALIDAÇÃO
7220-7/00,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
7311-4/00,Agências de publicidade,BAIXO RISCO,Regra 4,07.12.04,"Agência de representação de industria, comércio, agricultura e negócios em geral, agência de turismo, de publicidade,  de informações, de empregos, de mensageiros e entrega de encomendas",nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.02,Comunicação e Propaganda,VALIDAÇÃO
7311-4/00,Agências de publicidade,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
7312-2/00,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",BAIXO RISCO,Regra 4,07.12.04,"Agência de representação de industria, comércio, agricultura e negócios em geral, agência de turismo, de publicidade, de informações, de empregos, de mensageiros e entrega de encomendas",nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.02,Comunicação e Propaganda,VALIDAÇÃO
7312-2/00,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
7319-0/01,Criação de estandes para feiras e exposições,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
7319-0/02,Promoção de vendas,BAIXO RISCO,Regra 4,07.12.04,"Agência de representação de industria, comércio, agricultura e negócios em geral, agência de turismo, de publicidade, de informações, de empregos, de mensageiros e entrega de encomendas",nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.02,Comunicação e Propaganda,VALIDAÇÃO
7319-0/02,Promoção de vendas,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
7319-0/03,Marketing direto,BAIXO RISCO,Regra 4,07.12.04,"Agência de representação de industria, comércio, agricultura e negócios em geral, agência de turismo, de publicidade, de informações, de empregos, de mensageiros e entrega de encomendas",nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.02,Comunicação e Propaganda,VALIDAÇÃO
7319-0/03,Marketing direto,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
7319-0/04,Consultoria em publicidade,BAIXO RISCO,Regra 4,07.12.07,"Escritório de assessoria de importação e exportação, assessoria fiscal e tributária (auditores, peritos e avaliadores), consultorias técnicas e serviços técnicos profissionais",nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.02,Comunicação e Propaganda,VALIDAÇÃO
7319-0/04,Consultoria em publicidade,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
7319-0/99,Outras atividades de publicidade não especificadas anteriormente,MÉDIO RISCO,Regra 16,07.12.04,"Agência de representação de industria, comércio, agricultura e negócios em geral, agência de turismo, de publicidade, de informações, de empregos, de mensageiros e entrega de encomendas",nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.02,Comunicação e Propaganda,VALIDAÇÃO
7319-0/99,Outras atividades de publicidade não especificadas anteriormente,BAIXO RISCO,Regra 16,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
7320-3/00,Pesquisas de mercado e de opinião pública,BAIXO RISCO,Regra 4,07.12.14,Outros serviços profissionais não classificados,nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
7320-3/00,Pesquisas de mercado e de opinião pública,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
7410-2/02,Design de interiores,BAIXO RISCO,Regra 4,07.12.14,Outros serviços profissionais não classificados,nR1-12 (Até 350) ; nR2-12 (Acima de 350),nR1-12,350,nR2-12,350.01,-,-,1.07,"Engenharia, Arquitetura e Afins",VALIDAÇÃO
