zona,grupo_uso,subgrupo,permissao,condicionante_ref,base_legal
ZCLMu,ID3,ID3-03,N,,Lei nº 9.148/2016 — Quadro 10
ZDE 1,ID3,ID3-03,S,,Lei nº 9.148/2016 — Quadro 10
ZDE 2,ID3,ID3-03,S,,Lei nº 9.148/2016 — Quadro 10
ZUSI,ID3,ID3-03,N,,Lei nº 9.148/2016 — Quadro 10
ZIT,ID3,ID3-03,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 1,ID3,ID3-04,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 2,ID3,ID3-04,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 3,ID3,ID3-04,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 1,ID3,ID3-04,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 2,ID3,ID3-04,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 3,ID3,ID3-04,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 4,ID3,ID3-04,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 5,ID3,ID3-04,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/01,ID3,ID3-04,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/02,ID3,ID3-04,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/03,ID3,ID3-04,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 2,ID3,ID3-04,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe - CA,ID3,ID3-04,N,,Lei nº 9.148/2016 — Quadro 10
ZCMu 1 - IPITANGA,ID3,ID3-04,S,,Lei nº 9.148/2016 — Quadro 10
ZCMu 2,ID3,ID3-04,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMe,ID3,ID3-04,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMu,ID3,ID3-04,N,,Lei nº 9.148/2016 — Quadro 10
ZDE 1,ID3,ID3-04,S,,Lei nº 9.148/2016 — Quadro 10
ZDE 2,ID3,ID3-04,S,,Lei nº 9.148/2016 — Quadro 10
ZUSI,ID3,ID3-04,N,,Lei nº 9.148/2016 — Quadro 10
ZIT,ID3,ID3-04,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 1,ID3,ID3-05,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 2,ID3,ID3-05,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 3,ID3,ID3-05,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 1,ID3,ID3-05,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 2,ID3,ID3-05,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 3,ID3,ID3-05,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 4,ID3,ID3-05,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 5,ID3,ID3-05,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/01,ID3,ID3-05,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/02,ID3,ID3-05,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/03,ID3,ID3-05,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 2,ID3,ID3-05,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe - CA,ID3,ID3-05,N,,Lei nº 9.148/2016 — Quadro 10
ZCMu 1 - IPITANGA,ID3,ID3-05,S,,Lei nº 9.148/2016 — Quadro 10
ZCMu 2,ID3,ID3-05,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMe,ID3,ID3-05,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMu,ID3,ID3-05,N,,Lei nº 9.148/2016 — Quadro 10
ZDE 1,ID3,ID3-05,S,,Lei nº 9.148/2016 — Quadro 10
ZDE 2,ID3,ID3-05,S,,Lei nº 9.148/2016 — Quadro 10
ZUSI,ID3,ID3-05,N,,Lei nº 9.148/2016 — Quadro 10
ZIT,ID3,ID3-05,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 1,ID3,ID3-06,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 2,ID3,ID3-06,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 3,ID3,ID3-06,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 1,ID3,ID3-06,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 2,ID3,ID3-06,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 3,ID3,ID3-06,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 4,ID3,ID3-06,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 5,ID3,ID3-06,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/01,ID3,ID3-06,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/02,ID3,ID3-06,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/03,ID3,ID3-06,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 2,ID3,ID3-06,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe - CA,ID3,ID3-06,N,,Lei nº 9.148/2016 — Quadro 10
ZCMu 1 - IPITANGA,ID3,ID3-06,S,,Lei nº 9.148/2016 — Quadro 10
ZCMu 2,ID3,ID3-06,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMe,ID3,ID3-06,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMu,ID3,ID3-06,N,,Lei nº 9.148/2016 — Quadro 10
ZDE 1,ID3,ID3-06,S,,Lei nº 9.148/2016 — Quadro 10
ZDE 2,ID3,ID3-06,S,,Lei nº 9.148/2016 — Quadro 10
ZUSI,ID3,ID3-06,N,,Lei nº 9.148/2016 — Quadro 10
ZIT,ID3,ID3-06,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 1,ID3,ID3-07,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 2,ID3,ID3-07,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 3,ID3,ID3-07,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 1,ID3,ID3-07,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 2,ID3,ID3-07,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 3,ID3,ID3-07,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 4,ID3,ID3-07,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 5,ID3,ID3-07,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/01,ID3,ID3-07,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/02,ID3,ID3-07,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/03,ID3,ID3-07,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 2,ID3,ID3-07,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe - CA,ID3,ID3-07,N,,Lei nº 9.148/2016 — Quadro 10
ZCMu 1 - IPITANGA,ID3,ID3-07,S,,Lei nº 9.148/2016 — Quadro 10
ZCMu 2,ID3,ID3-07,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMe,ID3,ID3-07,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMu,ID3,ID3-07,N,,Lei nº 9.148/2016 — Quadro 10
ZDE 1,ID3,ID3-07,S,,Lei nº 9.148/2016 — Quadro 10
ZDE 2,ID3,ID3-07,S,,Lei nº 9.148/2016 — Quadro 10
ZUSI,ID3,ID3-07,N,,Lei nº 9.148/2016 — Quadro 10
ZIT,ID3,ID3-07,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 1,ID3,ID3-08,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 2,ID3,ID3-08,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 3,ID3,ID3-08,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 1,ID3,ID3-08,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 2,ID3,ID3-08,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 3,ID3,ID3-08,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 4,ID3,ID3-08,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 5,ID3,ID3-08,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/01,ID3,ID3-08,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/02,ID3,ID3-08,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/03,ID3,ID3-08,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 2,ID3,ID3-08,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe - CA,ID3,ID3-08,N,,Lei nº 9.148/2016 — Quadro 10
ZCMu 1 - IPITANGA,ID3,ID3-08,S,,Lei nº 9.148/2016 — Quadro 10
ZCMu 2,ID3,ID3-08,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMe,ID3,ID3-08,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMu,ID3,ID3-08,N,,Lei nº 9.148/2016 — Quadro 10
ZDE 1,ID3,ID3-08,S,,Lei nº 9.148/2016 — Quadro 10
ZDE 2,ID3,ID3-08,S,,Lei nº 9.148/2016 — Quadro 10
ZUSI,ID3,ID3-08,N,,Lei nº 9.148/2016 — Quadro 10
ZIT,ID3,ID3-08,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 1,ID3,ID3-10,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 2,ID3,ID3-10,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 3,ID3,ID3-10,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 1,ID3,ID3-10,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 2,ID3,ID3-10,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 3,ID3,ID3-10,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 4,ID3,ID3-10,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 5,ID3,ID3-10,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/01,ID3,ID3-10,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/02,ID3,ID3-10,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/03,ID3,ID3-10,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 2,ID3,ID3-10,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe - CA,ID3,ID3-10,N,,Lei nº 9.148/2016 — Quadro 10
ZCMu 1 - IPITANGA,ID3,ID3-10,S,,Lei nº 9.148/2016 — Quadro 10
ZCMu 2,ID3,ID3-10,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMe,ID3,ID3-10,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMu,ID3,ID3-10,N,,Lei nº 9.148/2016 — Quadro 10
ZDE 1,ID3,ID3-10,S,,Lei nº 9.148/2016 — Quadro 10
ZDE 2,ID3,ID3-10,S,,Lei nº 9.148/2016 — Quadro 10
ZUSI,ID3,ID3-10,N,,Lei nº 9.148/2016 — Quadro 10
ZIT,ID3,ID3-10,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 1,ID3,ID3-11,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 2,ID3,ID3-11,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 3,ID3,ID3-11,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 1,ID3,ID3-11,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 2,ID3,ID3-11,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 3,ID3,ID3-11,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 4,ID3,ID3-11,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 5,ID3,ID3-11,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/01,ID3,ID3-11,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/02,ID3,ID3-11,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/03,ID3,ID3-11,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 2,ID3,ID3-11,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe - CA,ID3,ID3-11,N,,Lei nº 9.148/2016 — Quadro 10
ZCMu 1 - IPITANGA,ID3,ID3-11,S,,Lei nº 9.148/2016 — Quadro 10
ZCMu 2,ID3,ID3-11,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMe,ID3,ID3-11,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMu,ID3,ID3-11,N,,Lei nº 9.148/2016 — Quadro 10
ZDE 1,ID3,ID3-11,S,,Lei nº 9.148/2016 — Quadro 10
ZDE 2,ID3,ID3-11,S,,Lei nº 9.148/2016 — Quadro 10
ZUSI,ID3,ID3-11,N,,Lei nº 9.148/2016 — Quadro 10
ZIT,ID3,ID3-11,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 1,ID3,ID3-12,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 2,ID3,ID3-12,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 3,ID3,ID3-12,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 1,ID3,ID3-12,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 2,ID3,ID3-12,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 3,ID3,ID3-12,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 4,ID3,ID3-12,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 5,ID3,ID3-12,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/01,ID3,ID3-12,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/02,ID3,ID3-12,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/03,ID3,ID3-12,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 2,ID3,ID3-12,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe - CA,ID3,ID3-12,N,,Lei nº 9.148/2016 — Quadro 10
ZCMu 1 - IPITANGA,ID3,ID3-12,S,,Lei nº 9.148/2016 — Quadro 10
ZCMu 2,ID3,ID3-12,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMe,ID3,ID3-12,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMu,ID3,ID3-12,N,,Lei nº 9.148/2016 — Quadro 10
ZDE 1,ID3,ID3-12,S,,Lei nº 9.148/2016 — Quadro 10
ZDE 2,ID3,ID3-12,S,,Lei nº 9.148/2016 — Quadro 10
ZUSI,ID3,ID3-12,N,,Lei nº 9.148/2016 — Quadro 10
ZIT,ID3,ID3-12,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 1,ID3,ID3-13,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 2,ID3,ID3-13,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 3,ID3,ID3-13,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 1,ID3,ID3-13,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 2,ID3,ID3-13,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 3,ID3,ID3-13,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 4,ID3,ID3-13,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 5,ID3,ID3-13,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/01,ID3,ID3-13,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/02,ID3,ID3-13,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/03,ID3,ID3-13,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 2,ID3,ID3-13,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe - CA,ID3,ID3-13,N,,Lei nº 9.148/2016 — Quadro 10
ZCMu 1 - IPITANGA,ID3,ID3-13,S,,Lei nº 9.148/2016 — Quadro 10
ZCMu 2,ID3,ID3-13,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMe,ID3,ID3-13,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMu,ID3,ID3-13,N,,Lei nº 9.148/2016 — Quadro 10
ZDE 1,ID3,ID3-13,S,,Lei nº 9.148/2016 — Quadro 10
ZDE 2,ID3,ID3-13,S,,Lei nº 9.148/2016 — Quadro 10
ZUSI,ID3,ID3-13,N,,Lei nº 9.148/2016 — Quadro 10
ZIT,ID3,ID3-13,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 1,ID3,ID3-14,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 2,ID3,ID3-14,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 3,ID3,ID3-14,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 1,ID3,ID3-14,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 2,ID3,ID3-14,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 3,ID3,ID3-14,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 4,ID3,ID3-14,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 5,ID3,ID3-14,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/01,ID3,ID3-14,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/02,ID3,ID3-14,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/03,ID3,ID3-14,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 2,ID3,ID3-14,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe - CA,ID3,ID3-14,N,,Lei nº 9.148/2016 — Quadro 10
ZCMu 1 - IPITANGA,ID3,ID3-14,S,,Lei nº 9.148/2016 — Quadro 10
ZCMu 2,ID3,ID3-14,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMe,ID3,ID3-14,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMu,ID3,ID3-14,N,,Lei nº 9.148/2016 — Quadro 10
ZDE 1,ID3,ID3-14,S,,Lei nº 9.148/2016 — Quadro 10
ZDE 2,ID3,ID3-14,S,,Lei nº 9.148/2016 — Quadro 10
ZUSI,ID3,ID3-14,N,,Lei nº 9.148/2016 — Quadro 10
ZIT,ID3,ID3-14,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 1,ID3,ID3-16,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 2,ID3,ID3-16,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 3,ID3,ID3-16,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 1,ID3,ID3-16,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 2,ID3,ID3-16,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 3,ID3,ID3-16,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 4,ID3,ID3-16,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 5,ID3,ID3-16,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/01,ID3,ID3-16,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/02,ID3,ID3-16,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/03,ID3,ID3-16,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 2,ID3,ID3-16,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe - CA,ID3,ID3-16,N,,Lei nº 9.148/2016 — Quadro 10
ZCMu 1 - IPITANGA,ID3,ID3-16,S,,Lei nº 9.148/2016 — Quadro 10
ZCMu 2,ID3,ID3-16,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMe,ID3,ID3-16,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMu,ID3,ID3-16,N,,Lei nº 9.148/2016 — Quadro 10
ZDE 1,ID3,ID3-16,S,,Lei nº 9.148/2016 — Quadro 10
ZDE 2,ID3,ID3-16,S,,Lei nº 9.148/2016 — Quadro 10
ZUSI,ID3,ID3-16,N,,Lei nº 9.148/2016 — Quadro 10
ZIT,ID3,ID3-16,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 1,ID3,ID3-17,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 2,ID3,ID3-17,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 3,ID3,ID3-17,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 1,ID3,ID3-17,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 2,ID3,ID3-17,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 3,ID3,ID3-17,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 4,ID3,ID3-17,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 5,ID3,ID3-17,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/01,ID3,ID3-17,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/02,ID3,ID3-17,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/03,ID3,ID3-17,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 2,ID3,ID3-17,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe - CA,ID3,ID3-17,N,,Lei nº 9.148/2016 — Quadro 10
ZCMu 1 - IPITANGA,ID3,ID3-17,S,,Lei nº 9.148/2016 — Quadro 10
ZCMu 2,ID3,ID3-17,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMe,ID3,ID3-17,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMu,ID3,ID3-17,N,,Lei nº 9.148/2016 — Quadro 10
ZDE 1,ID3,ID3-17,S,,Lei nº 9.148/2016 — Quadro 10
ZDE 2,ID3,ID3-17,S,,Lei nº 9.148/2016 — Quadro 10
ZUSI,ID3,ID3-17,N,,Lei nº 9.148/2016 — Quadro 10
ZIT,ID3,ID3-17,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 1,ID3,ID3-19,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 2,ID3,ID3-19,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 3,ID3,ID3-19,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 1,ID3,ID3-19,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 2,ID3,ID3-19,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 3,ID3,ID3-19,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 4,ID3,ID3-19,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 5,ID3,ID3-19,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/01,ID3,ID3-19,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/02,ID3,ID3-19,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/03,ID3,ID3-19,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 2,ID3,ID3-19,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe - CA,ID3,ID3-19,N,,Lei nº 9.148/2016 — Quadro 10
ZCMu 1 - IPITANGA,ID3,ID3-19,S,,Lei nº 9.148/2016 — Quadro 10
ZCMu 2,ID3,ID3-19,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMe,ID3,ID3-19,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMu,ID3,ID3-19,N,,Lei nº 9.148/2016 — Quadro 10
ZDE 1,ID3,ID3-19,S,,Lei nº 9.148/2016 — Quadro 10
ZDE 2,ID3,ID3-19,S,,Lei nº 9.148/2016 — Quadro 10
ZUSI,ID3,ID3-19,N,,Lei nº 9.148/2016 — Quadro 10
ZIT,ID3,ID3-19,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 1,ID3,ID3-20,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 2,ID3,ID3-20,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 3,ID3,ID3-20,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 1,ID3,ID3-20,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 2,ID3,ID3-20,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 3,ID3,ID3-20,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 4,ID3,ID3-20,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 5,ID3,ID3-20,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/01,ID3,ID3-20,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/02,ID3,ID3-20,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/03,ID3,ID3-20,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 2,ID3,ID3-20,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe - CA,ID3,ID3-20,N,,Lei nº 9.148/2016 — Quadro 10
ZCMu 1 - IPITANGA,ID3,ID3-20,S,,Lei nº 9.148/2016 — Quadro 10
ZCMu 2,ID3,ID3-20,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMe,ID3,ID3-20,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMu,ID3,ID3-20,N,,Lei nº 9.148/2016 — Quadro 10
ZDE 1,ID3,ID3-20,S,,Lei nº 9.148/2016 — Quadro 10
ZDE 2,ID3,ID3-20,S,,Lei nº 9.148/2016 — Quadro 10
ZUSI,ID3,ID3-20,N,,Lei nº 9.148/2016 — Quadro 10
ZIT,ID3,ID3-20,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 1,ID3,ID3-21,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 2,ID3,ID3-21,N,,Lei nº 9.148/2016 — Quadro 10
ZPR 3,ID3,ID3-21,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 1,ID3,ID3-21,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 2,ID3,ID3-21,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 3,ID3,ID3-21,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 4,ID3,ID3-21,N,,Lei nº 9.148/2016 — Quadro 10
ZEIS 5,ID3,ID3-21,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/01,ID3,ID3-21,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/02,ID3,ID3-21,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 1/03,ID3,ID3-21,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe 2,ID3,ID3-21,N,,Lei nº 9.148/2016 — Quadro 10
ZCMe - CA,ID3,ID3-21,N,,Lei nº 9.148/2016 — Quadro 10
ZCMu 1 - IPITANGA,ID3,ID3-21,S,,Lei nº 9.148/2016 — Quadro 10
ZCMu 2,ID3,ID3-21,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMe,ID3,ID3-21,N,,Lei nº 9.148/2016 — Quadro 10
ZCLMu,ID3,ID3-21,N,,Lei nº 9.148/2016 — Quadro 10
ZDE 1,ID3,ID3-21,S,,Lei nº 9.148/2016 — Quadro 10
ZDE 2,ID3,ID3-21,S,,Lei nº 9.148/2016 — Quadro 10
ZUSI,ID3,ID3-21,N,,Lei nº 9.148/2016 — Quadro 10
ZIT,ID3,ID3-21,N,,Lei nº 9.148/2016 — Quadro 10
