cnae,descricao,condicionantes,risco_municipal_unificado
4930-2/03,Transporte rodoviário de produtos perigosos,,BAIXO B
4930-2/04,Transporte rodoviário de mudanças,,BAIXO B
5211-7/01,Armazéns gerais - emissão de warrant,"Desde que não haja no exercício da atividade o transporte e/ou armazenamento de medicamento, cosmético, perfume, produto de higiene, saneante, produto para saúde, sangue, ou produtos que necessitam de condições especiais de temperatura e umidade. | Desde que seja o escritório da empresa ou local para comercialização.",BAIXO B
5211-7/02,Guarda-móveis,,BAIXO B
5211-7/99,"Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis","Desde que não haja no exercício da atividade o transporte e/ou armazenamento de medicamento, cosmético, perfume, produto de higiene, saneante, produto para saúde, sangue, ou produtos que necessitam de condições especiais de temperatura e umidade. | Desde que seja o escritório da empresa ou local para comercialização.",BAIXO B
5212-5/00,Carga e descarga,,BAIXO B
5221-4/00,"Concessionárias de rodovias, pontes, túneis e serviços relacionados",,BAIXO B
5222-2/00,Terminais rodoviários e ferroviários,,BAIXO B
5223-1/00,Estacionamento de veículos,,BAIXO B
5240-1/99,"Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem",,BAIXO B
5250-8/01,Comissaria de despachos,ESCRITÓRIO,BAIXO B
5250-8/02,Atividades de despachantes aduaneiros,ESCRITÓRIO,BAIXO B
5250-8/03,"Agenciamento de cargas, exceto para o transporte marítimo",ESCRITÓRIO,BAIXO B
5250-8/05,Operador de transporte multimodal - OTM,ESCRITÓRIO,BAIXO B
5310-5/01,Atividades do Correio Nacional,,BAIXO B
5310-5/02,Atividades de franqueadas e permissionárias do Correio Nacional,,BAIXO B
5320-2/01,Serviços de malote não realizados pelo Correio Nacional,,BAIXO B
5320-2/02,Serviços de entrega rápida,"-Desde que seja escritório da empresa | -Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO B
5510-8/01,Hotéis,,BAIXO B
5510-8/02,Apart-hotéis,,BAIXO B
5510-8/03,Motéis,,BAIXO B
5590-6/01,"Albergues, exceto assistenciais",,BAIXO B
5590-6/02,Campings,,BAIXO B
5590-6/99,Outros alojamentos não especificados anteriormente,,BAIXO B
5611-2/01,Restaurantes e similares,,BAIXO B
5611-2/03,"Lanchonetes, casas de chá, de sucos e similares",,BAIXO B
5611-2/04,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",,BAIXO B
5611-2/05,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento",,BAIXO B
5620-1/02,Serviços de alimentação para eventos e recepções - bufê,"-Desde que seja escritório da empresa | -Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (setecentos e cinquenta metros quadrados)",BAIXO B
5620-1/03,Cantinas - serviços de alimentação privativos,,BAIXO B
5911-1/01,Estúdios cinematográficos,ESCRITÓRIO,BAIXO B
5914-6/00,Atividades de exibição cinematográfica,,BAIXO B
6021-7/00,Atividades de televisão aberta,,BAIXO B
6203-1/00,Desenvolvimento e licenciamento de programas de computador não customizáveis,"Desde que não esteja em imóvel residencial (casa, apartamento). Desde que não haja o desenvolvimento de softwares que realizam ou influenciam diretamente no diagnóstico, monitoramento, terapia (tratamento) para a saúde.",BAIXO B
6410-7/00,Banco Central,,BAIXO B
6421-2/00,Bancos comerciais,,BAIXO B
6422-1/00,"Bancos múltiplos, com carteira comercial",,BAIXO B
6423-9/00,Caixas econômicas,,BAIXO B
6424-7/01,Bancos cooperativos,,BAIXO B
6424-7/02,Cooperativas centrais de crédito,,BAIXO B
6424-7/03,Cooperativas de crédito mútuo,,BAIXO B
6424-7/04,Cooperativas de crédito rural,,BAIXO B
6431-0/00,"Bancos múltiplos, sem carteira comercial",,BAIXO B
6432-8/00,Bancos de investimento,,BAIXO B
6433-6/00,Bancos de desenvolvimento,,BAIXO B
6434-4/00,Agências de fomento,,BAIXO B
6435-2/01,Sociedades de crédito imobiliário,,BAIXO B
6435-2/02,Associações de poupança e empréstimo,,BAIXO B
6435-2/03,Companhias hipotecárias,,BAIXO B
6436-1/00,"Sociedades de crédito, financiamento e investimento - financeiras",,BAIXO B
6437-9/00,Sociedades de crédito ao microempreendedor,,BAIXO B
6438-7/01,Bancos de câmbio,,BAIXO B
6438-7/99,Outras instituições de intermediação não monetária não especificadas anteriormente,,BAIXO B
6440-9/00,Arrendamento mercantil,,BAIXO B
6450-6/00,Sociedades de capitalização,,BAIXO B
6470-1/01,"Fundos de investimento, exceto previdenciários e imobiliários",,BAIXO B
6470-1/02,Fundos de investimento previdenciários,,BAIXO B
6470-1/03,Fundos de investimento imobiliários,,BAIXO B
6491-3/00,Sociedades de fomento mercantil - factoring,,BAIXO B
6492-1/00,Securitização de créditos,,BAIXO B
6499-9/01,Clubes de investimento,,BAIXO B
6499-9/02,Sociedades de investimento,,BAIXO B
6499-9/03,Fundo garantidor de crédito,,BAIXO B
6499-9/04,Caixas de financiamento de corporações,,BAIXO B
6499-9/05,Concessão de crédito pelas OSCIP,,BAIXO B
6499-9/99,Outras atividades de serviços financeiros não especificadas anteriormente,,BAIXO B
6611-8/01,Bolsa de valores,,BAIXO B
6611-8/02,Bolsa de mercadorias,,BAIXO B
6611-8/03,Bolsa de mercadorias e futuros,,BAIXO B
6612-6/01,Corretoras de títulos e valores mobiliários,,BAIXO B
6612-6/02,Distribuidoras de títulos e valores mobiliários,,BAIXO B
6613-4/00,Administração de cartões de crédito,,BAIXO B
6619-3/01,Serviços de liquidação e custódia,,BAIXO B
6619-3/02,Correspondentes de instituições financeiras,,BAIXO B
6619-3/03,Representações de bancos estrangeiros,,BAIXO B
6619-3/05,Operadoras de cartões de débito,,BAIXO B
6912-5/00,Cartórios,,BAIXO B
7319-0/99,Outras atividades de publicidade não especificadas anteriormente,,BAIXO B
7500-1/00,Atividades veterinárias,"Desde que não haja no exercício da atividade, a comercialização e/ou uso de medicamentos controlados e/ou equipamentos de diagnósticos por imagem.",BAIXO B
7711-0/00,Locação de automóveis sem condutor,,BAIXO B
7719-5/01,"Locação de embarcações sem tripulação, exceto para fins recreativos",,BAIXO B
7719-5/02,Locação de aeronaves sem tripulação,,BAIXO B
7719-5/99,"Locação de outros meios de transporte não especificados anteriormente, sem condutor",,BAIXO B
7729-2/03,Aluguel de material médico,,BAIXO B
7731-4/00,Aluguel de máquinas e equipamentos agrícolas sem operador,,BAIXO B
7732-2/02,Aluguel de andaimes,,BAIXO B
7739-0/02,"Aluguel de equipamentos científicos, médicos e hospitalares, sem operador",,BAIXO B
7739-0/03,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes","Desde que não haja, no exercício da atividade, o aluguel e leasing operacional, incluindo montagem, de sanitários químicos para uso em eventos.",BAIXO B
7739-0/99,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",,BAIXO B
8011-1/01,Atividades de vigilância e segurança privada,,BAIXO B
8012-9/00,Atividades de transporte de valores,,BAIXO B
8020-0/02,Outras atividades de serviços de segurança,,BAIXO B
8121-4/00,Limpeza em prédios e em domicílios,"-Desde que seja escritório da empresa | -Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO B
8129-0/00,Atividades de limpeza não especificadas anteriormente,"-Desde que seja escritório da empresa | -Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados). | Desde que não haja, no exercício da atividade, o procedimento de esterilização de produtos relacionados à saúde, nem a prestação de serviços de reprocessamento por gás óxido de etileno (E.T.O) ou suas misturas; a prestação de serviços de esterilização por gás óxido de etileno ou suas misturas em hospital ou entidade a ele assemelhada; a prestação de serviços de irradiação de alimentos por radiação ionizante; a prestação de serviços de esterilização através de óxido de etileno (E.T.O) ou radiação ionizante; a prestação de serviços de eliminação de micro- organismos nocivos por meio de esterilização em equipamentos médico-hospitalares e/ou outros.",BAIXO B
8211-3/00,Serviços combinados de escritório e apoio administrativo,,BAIXO B
8220-2/00,Atividades de teleatendimento,,BAIXO B
8230-0/02,Casas de festas e eventos,,BAIXO B
8292-0/00,Envasamento e empacotamento sob contrato,"Desde que não haja, no exercício da atividade, o envasamento, fracionamento e/ou empacotamento de produtos relacionados à saúde, tais como: engarrafamento de produtos líquidos, incluindo alimentos e bebidas, empacotamento de sólidos, envasamento em aerossóis ou empacotamento de produtos farmacêuticos.",BAIXO B
8299-7/06,Casas lotéricas,,BAIXO B
8411-6/00,Administração pública em geral,,BAIXO B
8412-4/00,"Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais",,BAIXO B
8413-2/00,Regulação das atividades econômicas,,BAIXO B
8421-3/00,Relações exteriores,,BAIXO B
8422-1/00,Defesa,,BAIXO B
8423-0/00,Justiça,,BAIXO B
8424-8/00,Segurança e ordem pública,,BAIXO B
8425-6/00,Defesa Civil,,BAIXO B
8430-2/00,Seguridade social obrigatória,,BAIXO B
8512-1/00,Educação infantil - pré-escola,,BAIXO B
8513-9/00,Ensino fundamental,,BAIXO B
8520-1/00,Ensino médio,,BAIXO B
8531-7/00,Educação superior - graduação,"Desde que não haja no exercício da atividade de ensino, a realização de procedimentos invasivos e/ou a manipulação de agentes físicos, químicos ou biológicos em laboratório.",BAIXO B
8532-5/00,Educação superior - graduação e pós- graduação,"Desde que não haja no exercício da atividade de ensino, a realização de procedimentos invasivos e/ou a manipulação de agentes físicos, químicos ou biológicos em laboratório.",BAIXO B
8533-3/00,Educação superior - pós-graduação e extensão,"Desde que não haja no exercício da atividade de ensino, a realização de procedimentos invasivos e/ou a manipulação de agentes físicos, químicos ou biológicos em laboratório.",BAIXO B
8541-4/00,Educação profissional de nível técnico,"Desde que não haja no exercício da atividade de ensino, a realização de procedimentos invasivos e/ou a manipulação de agentes físicos, químicos ou biológicos em laboratório.",BAIXO B
8542-2/00,Educação profissional de nível tecnológico,"Desde que não haja no exercício da atividade de ensino, a realização de procedimentos invasivos e/ou a manipulação de agentes físicos, químicos ou biológicos em laboratório.",BAIXO B
8550-3/01,Administração de caixas escolares,,BAIXO B
8599-6/01,Formação de condutores,,BAIXO B
8599-6/02,Cursos de pilotagem,,BAIXO B
8622-4/00,"Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências",,BAIXO B
8630-5/03,Atividade médica ambulatorial restrita a consultas,Desde que não haja no exercício da atividade a realização de procedimentos invasivos.,BAIXO B
8630-5/99,Atividades de atenção ambulatorial não especificadas anteriormente,Desde que não haja no exercício da atividade a realização de procedimentos invasivos.,BAIXO B
8650-0/01,Atividades de enfermagem,"Desde que não esteja em imóvel residencial (casa, apartamento). Desde que não haja no exercício da atividade a realização de procedimentos invasivos.",BAIXO B
8650-0/99,Atividades de profissionais da área de saúde não especificadas anteriormente,"Desde que não esteja em imóvel residencial (casa, apartamento). Desde que não haja no exercício da atividade a realização de procedimentos invasivos.",BAIXO B
8690-9/03,Atividades de acupuntura,"Desde que não esteja em imóvel residencial (casa, apartamento)",BAIXO B
8690-9/04,Atividades de podologia,"Desde que não esteja em imóvel residencial (casa, apartamento)",BAIXO B
8690-9/99,Outras atividades de atenção à saúde humana não especificadas anteriormente,Desde que não haja no exercício da atividade a realização de procedimentos invasivos.,BAIXO B
8711-5/04,Centros de apoio a pacientes com câncer e com AIDS,,BAIXO B
8711-5/05,Condomínios residenciais para idosos,,BAIXO B
8720-4/01,Atividades de centros de assistência psicossocial,,BAIXO B
8730-1/02,Albergues assistenciais,,BAIXO B
8800-6/00,Serviços de assistência social sem alojamento,,BAIXO B
9001-9/05,"Produção de espetáculos de rodeios, vaquejadas e similares",,BAIXO B
9001-9/99,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente",,BAIXO B
9003-5/00,"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas",,BAIXO B
9101-5/00,Atividades de bibliotecas e arquivos,,BAIXO B
9102-3/01,Atividades de museus e de exploração de lugares e prédios históricos e atrações similares,,BAIXO B
9200-3/01,Casas de bingo,,BAIXO B
9200-3/02,Exploração de apostas em corridas de cavalos,,BAIXO B
9200-3/99,Exploração de jogos de azar e apostas não especificados anteriormente,,BAIXO B
9311-5/00,Gestão de instalações de esportes,,BAIXO B
9312-3/00,"Clubes sociais, esportivos e similares",,BAIXO B
9313-1/00,Atividades de condicionamento físico,,BAIXO B
9319-1/99,Outras atividades esportivas não especificadas anteriormente,,BAIXO B
9321-2/00,Parques de diversão e parques temáticos,Desde que seja o escritório da empresa ou local para comercialização.,BAIXO B
9329-8/01,"Discotecas, danceterias, salões de dança e similares",,BAIXO B
9329-8/02,Exploração de boliches,,BAIXO B
9329-8/03,"Exploração de jogos de sinuca, bilhar e similares",,BAIXO B
9329-8/04,Exploração de jogos eletrônicos recreativos,,BAIXO B
9329-8/99,Outras atividades de recreação e lazer não especificadas anteriormente,,BAIXO B
9411-1/00,Atividades de organizações associativas patronais e empresariais,,BAIXO B
9412-0/01,Atividades de fiscalização profissional,,BAIXO B
9412-0/99,Outras atividades associativas profissionais,,BAIXO B
9420-1/00,Atividades de organizações sindicais,,BAIXO B
9430-8/00,Atividades de associações de defesa de direitos sociais,,BAIXO B
9491-0/00,Atividades de organizações religiosas ou filosóficas,,BAIXO B
9492-8/00,Atividades de organizações políticas,,BAIXO B
9493-6/00,Atividades de organizações associativas ligadas à cultura e à arte,,BAIXO B
9499-5/00,Atividades associativas não especificadas anteriormente,,BAIXO B
9601-7/01,Lavanderias,"Desde que o exercício da atividade não compreenda lavanderia, autônoma e independente de outro estabelecimento, que processe roupa hospitalar. | Desde que seja o escritório da empresa ou local para comercialização.",BAIXO B
9601-7/02,Tinturarias,Desde que seja o escritório da empresa ou local para comercialização.,BAIXO B
9601-7/03,Toalheiros,"Desde que o exercício da atividade não compreenda lavanderia, autônoma e independente de outro estabelecimento, que processe roupa hospitalar.",BAIXO B
9602-5/01,"Cabeleireiros, manicure e pedicure","-Desde que seja escritório da empresa | -Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",BAIXO B
9602-5/02,Atividades de estética e outros serviços de cuidados com a beleza,Desde que não haja no exercício da atividade a realização de procedimentos invasivos.,BAIXO B
9603-3/01,Gestão e manutenção de cemitérios,"-Desde que seja escritório da empresa | -Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados). | Desde que seja o escritório da empresa ou local para comercialização.",BAIXO B
9603-3/02,Serviços de cremação,Desde que seja o escritório da empresa ou local para comercialização.,BAIXO B
9603-3/03,Serviços de sepultamento,,BAIXO B
9603-3/04,Serviços de funerárias,,BAIXO B
9603-3/99,Atividades funerárias e serviços relacionados não especificados anteriormente,,BAIXO B
9609-2/05,Atividades de sauna e banhos,,BAIXO B
9609-2/07,Alojamento de animais domésticos,,BAIXO B
9609-2/08,Higiene e embelezamento de animais domésticos,,BAIXO B
9609-2/99,Outras atividades de serviços pessoais não especificadas anteriormente,Desde que não haja no exercício da atividade a realização de procedimentos invasivos.,BAIXO B
0892-4/03,Refino e outros tratamentos do sal,"-Desde que seja escritório da empresa | -Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados).",ALTO
1011-2/01,Frigorífico - abate de bovinos,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1011-2/02,Frigorífico - abate de equinos,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1011-2/03,Frigorífico - abate de ovinos e caprinos,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1011-2/04,Frigorífico - abate de bufalinos,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1011-2/05,"Matadouro - abate de reses sob contrato, exceto abate de suínos",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1012-1/01,Abate de aves,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1012-1/02,Abate de pequenos animais,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1012-1/03,Frigorífico - abate de suínos,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1012-1/04,Matadouro - abate de suínos sob contrato,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1013-9/01,Fabricação de produtos de carne,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1013-9/02,Preparação de subprodutos do abate,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1032-5/01,Fabricação de conservas de palmito,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1041-4/00,"Fabricação de óleos vegetais em bruto, exceto óleo de milho",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1042-2/00,"Fabricação de óleos vegetais refinados, exceto óleo de milho",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1043-1/00,Fabricação de margarina e outras gorduras vegetais e de óleos não comestíveis de animais,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1051-1/00,Preparação do leite,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1053-8/00,Fabricação de sorvetes e outros gelados comestíveis,"- Desde que seja o escritório da empresa; | - Desde que não esteja em imóvel residencial (casa, apartamento, galpão, terreno, lote, box, quiosque, container; | - Desde que a área utilizada não ultrapasse 750m² (setecentos e cinquenta metros quadrados). | - Desde que o resultado do exercício da atividade econômica não seja um produto industrial.",ALTO
1061-9/01,Beneficiamento de arroz,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1061-9/02,Fabricação de produtos do arroz,"- Desde que seja o escritório da empresa; | - Desde que não esteja em imóvel residencial (casa, apartamento, galpão, terreno, lote, box, quiosque, container; | - Desde que a área utilizada não ultrapasse 750m² (setecentos e cinquenta metros quadrados). | - Desde que o resultado do exercício da atividade econômica não seja um produto industrial.",ALTO
1062-7/00,Moagem de trigo e fabricação de derivados,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1065-1/01,Fabricação de amidos e féculas de vegetais,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1065-1/02,Fabricação de óleo de milho em bruto,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1065-1/03,Fabricação de óleo de milho refinado,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1066-0/00,Fabricação de alimentos para animais,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1069-4/00,Moagem e fabricação de produtos de origem vegetal não especificados anteriormente,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1071-6/00,Fabricação de açúcar em bruto,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1072-4/01,Fabricação de açúcar de cana refinado,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1072-4/02,Fabricação de açúcar de cereais (dextrose) e de beterraba,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1081-3/01,Beneficiamento de café,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1081-3/02,Torrefação e moagem de café,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1082-1/00,Fabricação de produtos à base de café,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1091-1/01,Fabricação de produtos de panificação industrial,ATIVIDADE INDUSTRIAL | CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1099-6/02,Fabricação de pós- alimentícios,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1099-6/03,Fabricação de fermentos e leveduras,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1099-6/06,Fabricação de adoçantes naturais e artificiais,NÃO INDUSTRIAL,ALTO
1099-6/07,Fabricação de alimentos dietéticos e complementos alimentares,NÃO INDUSTRIAL,ALTO
1099-6/99,Fabricação de outros produtos alimentícios não especificados anteriormente,NÃO INDUSTRIAL,ALTO
1111-9/01,Fabricação de aguardente de cana- de-açúcar,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1111-9/02,Fabricação de outras aguardentes e bebidas destiladas,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1112-7/00,Fabricação de vinho,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1113-5/01,"Fabricação de malte, inclusive malte uísque",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1113-5/02,Fabricação de cervejas e chopes,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1121-6/00,Fabricação de águas envasadas,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1122-4/01,Fabricação de refrigerantes,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1122-4/02,Fabricação de chá mate e outros chás prontos para consumo,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1122-4/03,"Fabricação de refrescos, xaropes e pós para refrescos, exceto refrescos de frutas",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1122-4/04,Fabricação de bebidas isotônicas,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1122-4/99,Fabricação de outras bebidas não alcoólicas não especificadas anteriormente,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1510-6/00,Curtimento e outras preparações de couro,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1532-7/00,Fabricação de tênis de qualquer material,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1610-2/03,Serrarias com desdobramento de madeira em bruto,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1610-2/04,Serrarias sem desdobramento de madeira em bruto - Resseragem,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1610-2/05,Serviço de tratamento de madeira realizado sob contrato,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1621-8/00,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1622-6/02,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
1742-7/01,Fabricação de fraldas descartáveis,,ALTO
1742-7/02,Fabricação de absorventes higiênicos,,ALTO
2052-5/00,Fabricação de desinfestantes domissanitários,"-Desde que seja escritório da empresa | -Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados). | Desde que seja o escritório da empresa ou local para comercialização.",ALTO
2061-4/00,Fabricação de sabões e detergentes sintéticos,"-Desde que seja escritório da empresa | -Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados). | Desde que seja o escritório da empresa ou local para comercialização.",ALTO
2062-2/00,Fabricação de produtos de limpeza e polimento,"-Desde que seja escritório da empresa | -Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados). | Desde que seja o escritório da empresa ou local para comercialização.",ALTO
2063-1/00,"Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal","-Desde que seja escritório da empresa | -Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados). | Desde que seja o escritório da empresa ou local para comercialização.",ALTO
2092-4/01,"Fabricação de pólvoras, explosivos e detonantes",INDÚSTRIA,ALTO
2092-4/02,Fabricação de artigos pirotécnicos,INDÚSTRIA,ALTO
2092-4/03,Fabricação de fósforos de segurança,INDÚSTRIA,ALTO
2110-6/00,Fabricação de produtos farmoquímicos,"-Desde que seja escritório da empresa | -Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados)",ALTO
2121-1/01,Fabricação de medicamentos alopáticos para uso humano,"-Desde que seja escritório da empresa | -Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados)",ALTO
2121-1/02,Fabricação de medicamentos homeopáticos para uso humano,"-Desde que seja escritório da empresa | -Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados)",ALTO
2121-1/03,Fabricação de medicamentos fitoterápicos para uso humano,"-Desde que seja escritório da empresa | -Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados)",ALTO
2123-8/00,Fabricação de preparações farmacêuticas,"-Desde que seja escritório da empresa | -Desde que não esteja em imóvel residencial (casa, apartamento), galpão, terreno, lote, box, quiosque, container, | - Desde que a área utilizada não ultrapasse 1.250m² (mil duzentos e cinquenta metros quadrados)",ALTO
2212-9/00,Reforma de pneumáticos usados,,ALTO
2221-8/00,Fabricação de laminados planos e tubulares de material plástico,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2222-6/00,Fabricação de embalagens de material plástico,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2223-4/00,Fabricação de tubos e acessórios de material plástico para uso na construção,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
2229-3/01,Fabricação de artefatos de material plástico para uso pessoal e doméstico,ATIVIDADE INDUSTRIAL CONFORME LEI N° 9.148/2016 (LOUOS),ALTO
